cpu_temp,slot,channel,state,ms
27.0,3,0,close,9
27.0,3,0,open,17
27.0,3,1,close,7
27.0,3,1,open,23
27.0,3,2,close,8
27.0,3,2,open,22
27.0,3,3,close,9
27.0,3,3,close,0
27.0,6,0,close,10
27.0,6,0,open,22
27.0,6,1,close,10
27.0,6,1,open,21
27.0,6,2,close,9
27.0,6,2,open,19
27.0,6,3,close,10
27.0,6,2,close,9
27.0,6,3,close,9
27.0,9,0,open,5
27.0,9,3,open,5
27.0,9,0,close,7
27.0,9,0,open,20
27.0,9,1,close,10
27.0,9,1,open,25
27.0,9,2,close,8
27.0,9,2,open,24
27.0,9,3,close,10
27.0,9,1,close,9
27.0,9,3,close,9
27.0,12,0,close,10
27.0,12,0,open,23
27.0,12,1,close,10
27.0,12,1,open,28
27.0,12,2,close,9
27.0,12,2,open,21
27.0,12,3,close,9
27.0,12,1,close,10
27.0,12,2,close,9
27.0,12,3,close,9
34.5,3,0,close,9
34.5,3,0,open,20
34.5,3,1,close,7
34.5,3,1,open,24
34.5,3,2,close,8
34.5,3,2,open,22
34.5,3,3,close,9
34.5,3,3,open,17
34.5,3,0,close,9
34.5,3,1,close,7
34.5,3,2,close,8
34.5,6,0,close,9
34.5,6,0,open,21
34.5,6,1,close,10
34.5,6,1,open,21
34.5,6,2,close,9
34.5,6,2,open,19
34.5,6,3,close,10
34.5,6,3,open,22
34.5,6,1,close,9
34.5,9,2,open,5
34.5,9,0,close,6
34.5,9,0,open,22
34.5,9,1,close,9
34.5,9,1,open,27
34.5,9,2,close,8
34.5,9,2,open,22
34.5,9,3,close,10
34.5,9,1,close,9
34.5,9,2,close,8
34.5,9,3,close,8
34.5,12,0,close,10
34.5,12,0,open,26
34.5,12,1,close,10
34.5,12,1,open,26
34.5,12,2,close,9
34.5,12,2,open,21
34.5,12,3,close,9
34.5,12,3,open,24
34.5,12,1,close,10
34.5,12,2,close,9
35.5,3,0,close,10
35.5,3,0,open,18
35.5,3,1,close,7
35.5,3,1,open,23
35.5,3,2,close,8
35.5,3,2,open,19
35.5,3,3,close,9
35.5,3,3,open,17
35.5,3,0,close,10
35.5,6,0,close,10
35.5,6,0,open,21
35.5,6,1,close,10
35.5,6,1,open,19
35.5,6,2,close,9
35.5,6,2,open,19
35.5,6,3,close,10
35.5,6,0,close,9
35.5,6,3,close,9
35.5,9,0,open,5
35.5,9,0,close,7
35.5,9,0,open,20
35.5,9,1,close,10
35.5,9,1,open,27
35.5,9,2,close,8
35.5,9,2,open,23
35.5,9,3,close,10
35.5,9,3,open,18
35.5,9,1,close,10
35.5,12,0,close,10
35.5,12,0,open,22
35.5,12,1,close,10
35.5,12,1,open,27
35.5,12,2,close,9
35.5,12,2,open,21
35.5,12,3,close,9
35.5,12,0,close,10
35.5,12,1,close,10
35.5,12,3,close,10
35.5,3,0,close,10
35.5,3,0,open,18
35.5,3,1,close,7
35.5,3,1,open,23
35.5,3,2,close,8
35.5,3,2,open,19
35.5,3,3,close,9
35.5,3,3,open,17
35.5,3,0,close,10
35.5,6,0,close,9
35.5,6,0,open,22
35.5,6,1,close,9
35.5,6,1,open,21
35.5,6,2,close,9
35.5,6,2,open,19
35.5,6,3,close,10
35.5,6,0,close,9
35.5,6,3,close,9
35.5,9,0,close,6
35.5,9,0,open,21
35.5,9,1,close,10
35.5,9,1,open,25
35.5,9,2,close,8
35.5,9,2,open,19
35.5,9,3,close,10
35.5,9,3,open,18
35.5,9,1,close,10
35.5,12,0,close,10
35.5,12,0,open,22
35.5,12,1,close,10
35.5,12,1,open,25
35.5,12,2,close,9
35.5,12,2,open,21
35.5,12,3,close,9
35.5,12,0,close,10
35.5,12,1,close,10
35.5,12,3,close,10
35.5,3,0,close,10
35.5,3,0,open,19
35.5,3,1,close,7
35.5,3,1,open,23
35.5,3,2,close,8
35.5,3,2,open,19
35.5,3,3,close,9
35.5,3,3,open,17
35.5,3,0,close,10
35.5,6,0,close,9
35.5,6,0,open,21
35.5,6,1,close,10
35.5,6,1,open,21
35.5,6,2,close,9
35.5,6,2,open,21
35.5,6,3,close,10
35.5,6,0,close,9
35.5,6,3,close,9
35.5,9,0,close,9
35.5,9,0,open,21
35.5,9,1,close,10
35.5,9,1,open,27
35.5,9,2,close,8
35.5,9,2,open,21
35.5,9,3,close,10
35.5,9,3,open,14
35.5,9,1,close,10
35.5,12,0,close,10
35.5,12,0,open,22
35.5,12,1,close,10
35.5,12,1,open,25
35.5,12,2,close,9
35.5,12,2,open,21
35.5,12,3,close,9
35.5,12,0,close,10
35.5,12,1,close,10
35.5,12,3,close,10
35.5,3,0,close,10
35.5,3,0,open,18
35.5,3,1,close,7
35.5,3,1,open,23
35.5,3,2,close,6
35.5,3,2,open,21
35.5,3,3,close,9
35.5,3,3,open,17
35.5,3,0,close,10
35.5,6,0,close,9
35.5,6,0,open,21
35.5,6,1,close,9
35.5,6,1,open,21
35.5,6,2,close,9
35.5,6,2,open,21
35.5,6,3,close,10
35.5,6,0,close,9
35.5,6,3,close,9
35.5,9,1,open,4
35.5,9,0,close,7
35.5,9,0,open,21
35.5,9,1,close,10
35.5,9,1,open,24
35.5,9,2,close,8
35.5,9,2,open,20
35.5,9,3,close,9
35.5,9,3,open,14
35.5,9,1,close,9
35.5,12,0,close,10
35.5,12,0,open,21
35.5,12,1,close,10
35.5,12,1,open,30
35.5,12,2,close,9
35.5,12,2,open,21
35.5,12,3,close,9
35.5,12,0,close,10
35.5,12,1,close,10
35.5,12,3,close,10
35.5,3,0,close,10
35.5,3,0,open,17
35.5,3,1,close,7
35.5,3,1,open,23
35.5,3,2,close,7
35.5,3,2,open,21
35.5,3,3,close,9
35.5,3,3,open,17
35.5,3,0,close,10
35.5,6,0,close,10
35.5,6,0,open,21
35.5,6,1,close,9
35.5,6,1,open,20
35.5,6,2,close,9
35.5,6,2,open,18
35.5,6,3,close,10
35.5,6,0,close,10
35.5,6,3,close,10
35.5,9,0,close,7
35.5,9,0,open,21
35.5,9,1,close,10
35.5,9,1,open,27
35.5,9,2,close,8
35.5,9,2,open,19
35.5,9,3,close,10
35.5,9,3,open,14
35.5,9,1,close,10
35.5,12,0,close,10
35.5,12,0,open,22
35.5,12,1,close,10
35.5,12,1,open,25
35.5,12,2,close,9
35.5,12,2,open,21
35.5,12,3,close,9
35.5,12,0,close,10
35.5,12,1,close,10
35.5,12,3,close,10
35.5,3,0,close,10
35.5,3,0,open,17
35.5,3,1,close,7
35.5,3,1,open,23
35.5,3,2,close,8
35.5,3,2,open,22
35.5,3,3,close,9
35.5,3,3,open,17
35.5,3,0,close,10
35.5,6,0,close,9
35.5,6,0,open,21
35.5,6,1,close,9
35.5,6,1,open,20
35.5,6,2,close,9
35.5,6,2,open,20
35.5,6,3,close,10
35.5,6,0,close,9
35.5,6,3,close,9
35.5,9,0,close,7
35.5,9,0,open,21
35.5,9,1,close,10
35.5,9,1,open,27
35.5,9,2,close,8
35.5,9,2,open,20
35.5,9,3,close,10
35.5,9,3,open,14
35.5,9,1,close,10
35.5,12,0,close,10
35.5,12,0,open,21
35.5,12,1,close,11
35.5,12,1,open,26
35.5,12,2,close,9
35.5,12,2,open,21
35.5,12,3,close,9
35.5,12,0,close,10
35.5,12,1,close,10
35.5,12,3,close,10
37.0,3,2,open,5
37.0,3,0,close,10
37.0,3,0,open,17
37.0,3,1,close,7
37.0,3,1,open,23
37.0,3,2,close,7
37.0,3,2,open,20
37.0,3,3,close,9
37.0,3,2,close,8
37.0,3,3,close,8
37.0,6,0,close,9
37.0,6,0,open,21
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,8
37.0,6,2,open,19
37.0,6,3,close,10
37.0,6,0,close,10
37.0,6,3,close,10
37.0,9,0,close,9
37.0,9,0,open,19
37.0,9,1,close,11
37.0,9,1,open,24
37.0,9,2,close,9
37.0,9,2,open,21
37.0,9,3,close,10
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,9
37.0,9,3,close,9
37.0,12,0,close,10
37.0,12,0,open,24
37.0,12,1,close,10
37.0,12,1,open,28
37.0,12,2,close,9
37.0,12,2,open,21
37.0,12,3,close,9
37.0,12,1,close,10
37.0,12,2,close,10
37.0,12,3,close,10
37.0,3,2,open,5
37.0,3,0,close,10
37.0,3,0,open,20
37.0,3,1,close,7
37.0,3,1,open,23
37.0,3,2,close,7
37.0,3,2,open,19
37.0,3,3,close,9
37.0,3,2,close,9
37.0,3,3,close,9
37.0,6,0,close,9
37.0,6,0,open,22
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,8
37.0,6,2,open,18
37.0,6,3,close,10
37.0,6,0,close,9
37.0,6,3,close,9
37.0,9,0,close,9
37.0,9,0,open,19
37.0,9,1,close,11
37.0,9,1,open,24
37.0,9,2,close,9
37.0,9,2,open,20
37.0,9,3,close,10
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,9
37.0,9,3,close,9
37.0,12,0,close,10
37.0,12,0,open,22
37.0,12,1,close,11
37.0,12,1,open,26
37.0,12,2,close,10
37.0,12,2,open,21
37.0,12,3,close,9
37.0,12,1,close,11
37.0,12,2,close,9
37.0,12,3,close,9
36.5,3,2,open,6
36.5,3,0,close,10
36.5,3,0,open,18
36.5,3,1,close,7
36.5,3,1,open,25
36.5,3,2,close,6
36.5,3,2,open,20
36.5,3,3,close,9
36.5,3,2,close,7
36.5,3,3,close,7
36.5,6,0,close,10
36.5,6,0,open,21
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,18
36.5,6,3,close,10
36.5,6,0,close,9
36.5,6,3,close,9
36.5,9,1,open,3
36.5,9,0,close,9
36.5,9,0,open,19
36.5,9,1,close,11
36.5,9,1,open,32
36.5,9,2,close,9
36.5,9,2,open,18
36.5,9,3,close,10
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,22
36.5,12,1,close,11
36.5,12,1,open,26
36.5,12,2,close,9
36.5,12,2,open,21
36.5,12,3,close,9
36.5,12,1,close,10
36.5,12,2,close,9
36.5,12,3,close,9
37.0,3,2,open,5
37.0,3,0,close,10
37.0,3,0,open,20
37.0,3,1,close,7
37.0,3,1,open,23
37.0,3,2,close,8
37.0,3,2,open,19
37.0,3,3,close,9
37.0,3,2,close,7
37.0,3,3,close,7
37.0,6,0,close,10
37.0,6,0,open,23
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,9
37.0,6,2,open,18
37.0,6,3,close,10
37.0,6,0,close,9
37.0,6,3,close,9
37.0,9,0,close,9
37.0,9,0,open,19
37.0,9,1,close,11
37.0,9,1,open,25
37.0,9,2,close,9
37.0,9,2,open,20
37.0,9,3,close,10
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,8
37.0,9,3,close,8
37.0,12,0,close,10
37.0,12,0,open,23
37.0,12,1,close,11
37.0,12,1,open,29
37.0,12,2,close,9
37.0,12,2,open,21
37.0,12,3,close,9
37.0,12,1,close,11
37.0,12,2,close,10
37.0,12,3,close,10
37.0,3,2,open,6
37.0,3,0,close,10
37.0,3,0,open,20
37.0,3,1,close,7
37.0,3,1,open,24
37.0,3,2,close,8
37.0,3,2,open,19
37.0,3,3,close,9
37.0,3,2,close,6
37.0,3,3,close,6
37.0,6,0,close,10
37.0,6,0,open,23
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,8
37.0,6,2,open,18
37.0,6,3,close,10
37.0,6,0,close,9
37.0,6,3,close,9
37.0,9,0,close,9
37.0,9,0,open,19
37.0,9,1,close,10
37.0,9,1,open,24
37.0,9,2,close,9
37.0,9,2,open,18
37.0,9,3,close,10
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,8
37.0,9,3,close,8
37.0,12,0,close,10
37.0,12,0,open,23
37.0,12,1,close,11
37.0,12,1,open,22
37.0,12,2,close,9
37.0,12,2,open,20
37.0,12,3,close,9
37.0,12,1,close,10
37.0,12,2,close,9
37.0,12,3,close,9
36.5,3,2,open,6
36.5,3,0,close,10
36.5,3,0,open,18
36.5,3,1,close,7
36.5,3,1,open,23
36.5,3,2,close,6
36.5,3,2,open,21
36.5,3,3,close,9
36.5,3,2,close,6
36.5,3,3,close,6
36.5,6,0,close,10
36.5,6,0,open,22
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,8
36.5,6,2,open,19
36.5,6,3,close,10
36.5,6,0,close,10
36.5,6,3,close,10
36.5,9,0,close,9
36.5,9,0,open,19
36.5,9,1,close,11
36.5,9,1,open,26
36.5,9,2,close,9
36.5,9,2,open,18
36.5,9,3,close,11
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,24
36.5,12,1,close,11
36.5,12,1,open,26
36.5,12,2,close,9
36.5,12,2,open,17
36.5,12,3,close,9
36.5,12,1,close,10
36.5,12,2,close,9
36.5,12,3,close,9
36.5,3,2,open,4
36.5,3,0,close,10
36.5,3,0,open,20
36.5,3,1,close,7
36.5,3,1,open,23
36.5,3,2,close,6
36.5,3,2,open,19
36.5,3,3,close,9
36.5,3,2,close,8
36.5,3,3,close,8
36.5,6,0,close,10
36.5,6,0,open,21
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,19
36.5,6,3,close,10
36.5,6,0,close,10
36.5,6,3,close,10
36.5,9,1,open,4
36.5,9,0,close,9
36.5,9,0,open,20
36.5,9,1,close,11
36.5,9,1,open,24
36.5,9,2,close,9
36.5,9,2,open,19
36.5,9,3,close,10
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,32
36.5,12,1,close,11
36.5,12,1,open,27
36.5,12,2,close,9
36.5,12,2,open,21
36.5,12,3,close,9
36.5,12,1,close,11
36.5,12,2,close,9
36.5,12,3,close,9
37.0,3,0,close,10
37.0,3,0,open,21
37.0,3,1,close,7
37.0,3,1,open,23
37.0,3,2,close,9
37.0,3,2,open,20
37.0,3,3,close,9
37.0,3,2,close,8
37.0,3,3,close,8
37.0,6,0,close,9
37.0,6,0,open,21
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,9
37.0,6,2,open,19
37.0,6,3,close,10
37.0,6,0,close,10
37.0,6,3,close,10
37.0,9,0,close,9
37.0,9,0,open,19
37.0,9,1,close,10
37.0,9,1,open,24
37.0,9,2,close,9
37.0,9,2,open,18
37.0,9,3,close,10
37.0,9,0,close,8
37.0,9,1,close,10
37.0,9,2,close,8
37.0,9,3,close,8
37.0,12,0,close,10
37.0,12,0,open,26
37.0,12,1,close,11
37.0,12,1,open,26
37.0,12,2,close,9
37.0,12,2,open,17
37.0,12,3,close,9
37.0,12,1,close,10
37.0,12,2,close,9
37.0,12,3,close,9
37.0,3,0,close,10
37.0,3,0,open,18
37.0,3,1,close,7
37.0,3,1,open,23
37.0,3,2,close,6
37.0,3,2,open,21
37.0,3,3,close,9
37.0,3,2,close,7
37.0,3,3,close,7
37.0,6,0,close,10
37.0,6,0,open,21
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,8
37.0,6,2,open,18
37.0,6,3,close,10
37.0,6,0,close,10
37.0,6,3,close,10
37.0,9,0,close,9
37.0,9,0,open,19
37.0,9,1,close,10
37.0,9,1,open,23
37.0,9,2,close,8
37.0,9,2,open,18
37.0,9,3,close,11
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,9
37.0,9,3,close,9
37.0,12,0,close,10
37.0,12,0,open,29
37.0,12,1,close,11
37.0,12,1,open,26
37.0,12,2,close,9
37.0,12,2,open,19
37.0,12,3,close,9
37.0,12,1,close,10
37.0,12,2,close,9
37.0,12,3,close,9
37.0,3,2,open,4
37.0,3,0,close,9
37.0,3,0,open,20
37.0,3,1,close,7
37.0,3,1,open,24
37.0,3,2,close,6
37.0,3,2,open,19
37.0,3,3,close,9
37.0,3,2,close,7
37.0,3,3,close,7
37.0,6,0,close,10
37.0,6,0,open,21
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,9
37.0,6,2,open,18
37.0,6,3,close,10
37.0,6,0,close,9
37.0,6,3,close,9
37.0,9,0,close,9
37.0,9,0,open,19
37.0,9,1,close,8
37.0,9,1,open,32
37.0,9,2,close,8
37.0,9,2,open,19
37.0,9,3,close,11
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,8
37.0,9,3,close,8
37.0,12,0,close,10
37.0,12,0,open,23
37.0,12,1,close,11
37.0,12,1,open,26
37.0,12,2,close,9
37.0,12,2,open,20
37.0,12,3,close,9
37.0,12,1,close,11
37.0,12,2,close,9
37.0,12,3,close,9
37.0,3,2,open,5
37.0,3,0,close,9
37.0,3,0,open,20
37.0,3,1,close,7
37.0,3,1,open,25
37.0,3,2,close,6
37.0,3,2,open,20
37.0,3,3,close,9
37.0,3,2,close,9
37.0,3,3,close,9
37.0,6,0,close,9
37.0,6,0,open,21
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,8
37.0,6,2,open,18
37.0,6,3,close,10
37.0,6,0,close,9
37.0,6,3,close,9
37.0,9,0,close,9
37.0,9,0,open,19
37.0,9,1,close,11
37.0,9,1,open,27
37.0,9,2,close,8
37.0,9,2,open,20
37.0,9,3,close,10
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,8
37.0,9,3,close,8
37.0,12,0,close,10
37.0,12,0,open,24
37.0,12,1,close,10
37.0,12,1,open,26
37.0,12,2,close,9
37.0,12,2,open,17
37.0,12,3,close,9
37.0,12,1,close,10
37.0,12,2,close,9
37.0,12,3,close,9
37.0,3,0,close,9
37.0,3,0,open,20
37.0,3,1,close,7
37.0,3,1,open,23
37.0,3,2,close,6
37.0,3,2,open,22
37.0,3,3,close,9
37.0,3,2,close,6
37.0,3,3,close,6
37.0,6,0,close,9
37.0,6,0,open,21
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,9
37.0,6,2,open,19
37.0,6,3,close,10
37.0,6,0,close,9
37.0,6,3,close,9
37.0,9,0,close,9
37.0,9,0,open,22
37.0,9,1,close,11
37.0,9,1,open,24
37.0,9,2,close,9
37.0,9,2,open,19
37.0,9,3,close,10
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,8
37.0,9,3,close,8
37.0,12,0,close,10
37.0,12,0,open,23
37.0,12,1,close,11
37.0,12,1,open,23
37.0,12,2,close,9
37.0,12,2,open,17
37.0,12,3,close,9
37.0,12,1,close,10
37.0,12,2,close,9
37.0,12,3,close,9
37.0,3,2,open,5
37.0,3,0,close,9
37.0,3,0,open,20
37.0,3,1,close,7
37.0,3,1,open,23
37.0,3,2,close,7
37.0,3,2,open,19
37.0,3,3,close,9
37.0,3,2,close,8
37.0,3,3,close,8
37.0,6,0,close,10
37.0,6,0,open,22
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,9
37.0,6,2,open,19
37.0,6,3,close,10
37.0,6,0,close,9
37.0,6,3,close,9
37.0,9,0,close,9
37.0,9,0,open,22
37.0,9,1,close,10
37.0,9,1,open,26
37.0,9,2,close,9
37.0,9,2,open,18
37.0,9,3,close,11
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,8
37.0,9,3,close,8
37.0,12,0,close,10
37.0,12,0,open,24
37.0,12,1,close,11
37.0,12,1,open,26
37.0,12,2,close,9
37.0,12,2,open,21
37.0,12,3,close,9
37.0,12,1,close,11
37.0,12,2,close,9
37.0,12,3,close,9
36.5,3,2,open,7
36.5,3,0,close,9
36.5,3,0,open,18
36.5,3,1,close,7
36.5,3,1,open,23
36.5,3,2,close,7
36.5,3,2,open,20
36.5,3,3,close,9
36.5,3,2,close,7
36.5,3,3,close,7
36.5,6,0,close,10
36.5,6,0,open,23
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,18
36.5,6,3,close,10
36.5,6,0,close,9
36.5,6,3,close,9
36.5,9,0,close,9
36.5,9,0,open,19
36.5,9,1,close,11
36.5,9,1,open,32
36.5,9,2,close,8
36.5,9,2,open,18
36.5,9,3,close,10
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,23
36.5,12,1,close,11
36.5,12,1,open,24
36.5,12,2,close,9
36.5,12,2,open,17
36.5,12,3,close,9
36.5,12,1,close,10
36.5,12,2,close,9
36.5,12,3,close,9
36.5,3,2,open,5
36.5,3,0,close,9
36.5,3,0,open,20
36.5,3,1,close,7
36.5,3,1,open,24
36.5,3,2,close,7
36.5,3,2,open,23
36.5,3,3,close,9
36.5,3,2,close,9
36.5,3,3,close,9
36.5,6,0,close,9
36.5,6,0,open,22
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,18
36.5,6,3,close,10
36.5,6,0,close,9
36.5,6,3,close,9
36.5,9,0,close,9
36.5,9,0,open,19
36.5,9,1,close,11
36.5,9,1,open,24
36.5,9,2,close,9
36.5,9,2,open,18
36.5,9,3,close,10
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,22
36.5,12,1,close,10
36.5,12,1,open,27
36.5,12,2,close,9
36.5,12,2,open,20
36.5,12,3,close,9
36.5,12,1,close,10
36.5,12,2,close,9
36.5,12,3,close,9
36.5,3,2,open,5
36.5,3,0,close,9
36.5,3,0,open,20
36.5,3,1,close,7
36.5,3,1,open,24
36.5,3,2,close,7
36.5,3,2,open,20
36.5,3,3,close,9
36.5,3,2,close,8
36.5,3,3,close,8
36.5,6,0,close,10
36.5,6,0,open,23
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,18
36.5,6,3,close,10
36.5,6,0,close,9
36.5,6,3,close,9
36.5,9,0,close,9
36.5,9,0,open,20
36.5,9,1,close,11
36.5,9,1,open,33
36.5,9,2,close,9
36.5,9,2,open,18
36.5,9,3,close,10
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,25
36.5,12,1,close,11
36.5,12,1,open,28
36.5,12,2,close,9
36.5,12,2,open,20
36.5,12,3,close,9
36.5,12,1,close,10
36.5,12,2,close,9
36.5,12,3,close,9
36.5,3,0,close,9
36.5,3,0,open,17
36.5,3,1,close,7
36.5,3,1,open,23
36.5,3,2,close,6
36.5,3,2,open,19
36.5,3,3,close,9
36.5,3,2,close,8
36.5,3,3,close,8
36.5,6,0,close,9
36.5,6,0,open,23
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,18
36.5,6,3,close,10
36.5,6,0,close,10
36.5,6,3,close,10
36.5,9,0,close,9
36.5,9,0,open,20
36.5,9,1,close,11
36.5,9,1,open,24
36.5,9,2,close,9
36.5,9,2,open,18
36.5,9,3,close,10
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,23
36.5,12,1,close,11
36.5,12,1,open,26
36.5,12,2,close,9
36.5,12,2,open,17
36.5,12,3,close,9
36.5,12,1,close,10
36.5,12,2,close,9
36.5,12,3,close,9
37.0,3,2,open,6
37.0,3,0,close,9
37.0,3,0,open,20
37.0,3,1,close,7
37.0,3,1,open,23
37.0,3,2,close,7
37.0,3,2,open,19
37.0,3,3,close,9
37.0,3,2,close,7
37.0,3,3,close,7
37.0,6,0,close,9
37.0,6,0,open,21
37.0,6,1,close,9
37.0,6,1,open,20
37.0,6,2,close,9
37.0,6,2,open,18
37.0,6,3,close,10
37.0,6,0,close,10
37.0,6,3,close,10
37.0,9,0,close,9
37.0,9,0,open,20
37.0,9,1,close,11
37.0,9,1,open,27
37.0,9,2,close,9
37.0,9,2,open,18
37.0,9,3,close,10
37.0,9,0,close,9
37.0,9,1,close,10
37.0,9,2,close,8
37.0,9,3,close,8
37.0,12,0,close,10
37.0,12,0,open,23
37.0,12,1,close,11
37.0,12,1,open,28
37.0,12,2,close,9
37.0,12,2,open,20
37.0,12,3,close,9
37.0,12,1,close,11
37.0,12,2,close,9
37.0,12,3,close,9
36.5,3,2,open,5
36.5,3,0,close,9
36.5,3,0,open,20
36.5,3,1,close,7
36.5,3,1,open,23
36.5,3,2,close,7
36.5,3,2,open,19
36.5,3,3,close,9
36.5,3,2,close,9
36.5,3,3,close,9
36.5,6,0,close,10
36.5,6,0,open,23
36.5,6,1,close,9
36.5,6,1,open,25
36.5,6,2,close,9
36.5,6,2,open,19
36.5,6,3,close,10
36.5,6,0,close,9
36.5,6,3,close,9
36.5,9,0,close,9
36.5,9,0,open,19
36.5,9,1,close,11
36.5,9,1,open,25
36.5,9,2,close,9
36.5,9,2,open,18
36.5,9,3,close,10
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,25
36.5,12,1,close,11
36.5,12,1,open,27
36.5,12,2,close,9
36.5,12,2,open,19
36.5,12,3,close,9
36.5,12,1,close,10
36.5,12,2,close,9
36.5,12,3,close,9
36.5,3,0,close,10
36.5,3,0,open,20
36.5,3,1,close,7
36.5,3,1,open,23
36.5,3,2,close,7
36.5,3,2,open,22
36.5,3,3,close,9
36.5,3,2,close,7
36.5,3,3,close,7
36.5,6,0,close,9
36.5,6,0,open,23
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,22
36.5,6,3,close,10
36.5,6,0,close,9
36.5,6,3,close,9
36.5,9,0,close,9
36.5,9,0,open,19
36.5,9,1,close,10
36.5,9,1,open,32
36.5,9,2,close,8
36.5,9,2,open,19
36.5,9,3,close,10
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,8
36.5,9,3,close,8
36.5,12,0,close,10
36.5,12,0,open,23
36.5,12,1,close,11
36.5,12,1,open,26
36.5,12,2,close,9
36.5,12,2,open,17
36.5,12,3,close,9
36.5,12,1,close,10
36.5,12,2,close,9
36.5,12,3,close,9
36.5,3,0,close,10
36.5,3,0,open,20
36.5,3,1,close,7
36.5,3,1,open,23
36.5,3,2,close,8
36.5,3,2,open,22
36.5,3,3,close,9
36.5,3,2,close,9
36.5,3,3,close,9
36.5,6,0,close,9
36.5,6,0,open,23
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,18
36.5,6,3,close,10
36.5,6,0,close,9
36.5,6,3,close,9
36.5,9,0,close,9
36.5,9,0,open,19
36.5,9,1,close,10
36.5,9,1,open,32
36.5,9,2,close,9
36.5,9,2,open,18
36.5,9,3,close,11
36.5,9,0,close,9
36.5,9,1,close,10
36.5,9,2,close,9
36.5,9,3,close,9
36.5,12,0,close,10
36.5,12,0,open,23
36.5,12,1,close,11
36.5,12,1,open,29
36.5,12,2,close,9
36.5,12,2,open,20
36.5,12,3,close,9
36.5,12,1,close,11
36.5,12,2,close,9
36.5,12,3,close,9
36.5,3,2,open,4
36.5,3,0,close,10
36.5,3,0,open,20
36.5,3,1,close,7
36.5,3,1,open,24
36.5,3,2,close,8
36.5,3,2,open,22
36.5,3,3,close,9
36.5,3,2,close,7
36.5,3,3,close,7
36.5,6,0,close,9
36.5,6,0,open,22
36.5,6,1,close,9
36.5,6,1,open,20
36.5,6,2,close,9
36.5,6,2,open,19
36.5,6,3,close,10
36.5,6,0,close,9
36.5,6,3,close,9
36.5,9,1,open,3
36.5,9,0,close,9
36.5,9,0,open,19
36.5,9,1,close,11
36.5,9,1,open,26
36.5,9,2,close,9
36.5,9,2,open,18
